Nit|GESTOR|N°|COD. SUC|DEPARTAMENTO|CIUDAD / MUNICIPIO|"TIPOLOGIA (PROPIA/ALIADA)"|DANE|NOMBRE DE LA FARMACIA|DIRECCIÓN DE CONTACTO|TIPO DE ATENCIÓN FISICO/DOMICILIO|CANAL DOMICILIO|TELÉFONO DE CONTACTO|HORARIO ATENCIÓN|DISPENSACIÓN DE MEDICAMENTOS REFRIGERADOS (S/N)|DISPENSACIÓN DE MEDICAMENTOS DE CONTROL ESPECIAL (S/N)|DISPENSACIÓN DE MEDICAMENTOS ALTO COSTO (S/N)|TUTELA (S/N)|NO PBS|PBS|COBERTURA|PLAN PREMIUM|ATENCION 24 HORAS (S/N)|DOMINGOS/ FESTIVOS(S/N)|NOVEDADES EN PUNTOS|LATITUD|LONGITUD|CAJAS
828002423|DISCOLMETS|373|41551_373|HUILA|PITALITO|PROPIA|41551|SF DISCOLMEDICA PITALITO|CALLE 5 NO 1 A 15 BARRIO AGUA BLANCA|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|LUNES VIERNES: 8:00 AM 12:00 PM Y 2:00 PM 5:00 PM /SÁBADO: 8:00 AM 12:00 PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|
800149695|CRUZ VERDE|374|47555_374|MAGDALENA|PLATO|ALIADA|47555|DROGAS LA ECONOMIA NO 08|CALLE 10 NO. 15 06|PUNTO FÍSICO|NO APLICA|18000910545|LUNES A VIERNES 8:00 AM 06:00 PM SABADO 8:00 AM 06:00 PM DOMINGOS Y FESTIVOS 8:00 AM 01:00 PM|SI|NO|SI|NO|NO|SI|PBS|NO|NO|SI||SD|SD|
816001182|AUDIFARMA|375|19001_375|CAUCA|POPAYÁN|PROPIA|19001|CAF CENTRO HISTORICO|CALLE 9 NUMERO 9 N 18 B.SANTA CLARA|PUNTO FÍSICO|NO APLICA|18000112554|LUNES VIERNES: 7:00 AM 17:30 /SÁBADO: 7:00 AM 1:00 PM|SI|NO|NO|SI|SI|NO|NO PBS|NO|NO|NO||SD|SD|
800149695|CRUZ VERDE|376|19001_376|CAUCA|POPAYÁN|PROPIA|19001|CRUZ VERDE POPAYÁN|Carrera 9 # 17 AN 87 Local 3|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a sábados 7:00 am a 9:00 pm /Domingos y festivos 8:00 am a 6:00 pm|SI|SI|SI|SI|NO|SI|PBS|NO|NO|SI||SD|SD|
800149695|CRUZ VERDE|377|19001_377|CAUCA|POPAYÁN|PROPIA|19001|CRUZ VERDE CAMPANARIO|Carrera 9 # 24 A Norte Local 128 Centro comercial Campanario|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a Domingos 8:00 a.m. a 8:00 p.m.|SI|SI|NO|NO|NO|SI|PBS|NO|NO|SI||SD|SD|
800149695|CRUZ VERDE|378|19001_378|CAUCA|POPAYÁN|PROPIA|19001|CRUZ VERDE TORINO|Carrera 8 # 17 N 15|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a sábados 6:00 a.m. a 8:00 p.m. /Domingos y festivos 9:00 a.m. a 5:00 p.m.|SI|SI|NO|NO|NO|SI|PBS|SI|NO|SI||SD|SD|
800149695|CRUZ VERDE|379|19001_379|CAUCA|POPAYÁN|PROPIA|19001|CRUZ VERDE ANTONIO NARIÑO|Carrera 9 # 17N 79|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a sabado 6:00 am a 8:00 pm Domingos y festivos 9:00 am a 5:00 pm|NO|NO|NO|NO|NO|SI|PBS|NO|NO|SI||SD|SD|
828002423|DISCOLMETS|561|85162_561|CASANARE|MONTERREY|PROPIA|85162|DISCOLMETS_MONTERREY|Carrera 3a # 17-58|PUNTO FÍSICO|3174302098|3174302098|Lunes Viernes 8 AM A 12 PM Y 2 PM A 5 PM Y S 8 AM A 11 AM|SI|NO|NO|SI|NO|SI|PBS|SI|NO|NO||SD|SD|1
802000608|SUMINISTROS Y DOTACIONES|381|85263_381|CASANARE|PORE|ALIADA|85263|DROGUERÍA VILLA MASSIEL|CARRERA 17 # 3 49|PUNTO FÍSICO|NO APLICA|6053302424|LUNES VIERNES 8:00am 12:00pm / 2:00pm 5:00pm Sabados 8:00am 12:00pm|SI|NO|SI|SI|SI|NO|NO PBS|NO|NO|NO||4,716695|74030609|
900331412|GENHOSPI|382|52560_382|NARIÑO|POTOSI|ALIADA|52560|DROGUERIA|CARRERA 5 NO. 6 – 87 BARRIO LA INMACULADA POTOSI|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||4,7002371|74078622|
802000608|SUMINISTROS Y DOTACIONES|383|20570_383|CESAR|PUEBLO BELLO|PROPIA|20570|SUMINISTROS Y DOTACIONES|CARRERA 9 # 13 26|PUNTO FÍSICO|NO APLICA|6053302424|LUNES A VIERNES 8:00 AM 12:00 PM Y 2:00 P.M 6:00 P.M SABADOS 8:00 A.M 3:00 PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO|Exclusivo Programa Cuidando mi Vida|4,687767|74061642|
900331412|GENHOSPI|384|52573_384|NARIÑO|PUERRES|ALIADA|52573|DROGUERIA FARMAPUERRES|CRA 4 # 1 285 BARRIO LA CRUZ|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00am 12:00pm y 2:00pm 5:00pm. /Sabado 8:00am 1:00pm.|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||4,628297|740668262|
828002423|DISCOLMETS|385|86568_385|PUTUMAYO|PUERTO ASÍS|ALIADA|86568|S.F PTO ASÍS|CALLE 10 kra 28 Barrio ALLENDE|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes viernes 7:00am 4:00pm Jornada continua sabados 8:00am 11:00am|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI|Cenit. 15 de noviembre. Cruz Verde Salitre|4,6485576|741066284|1
828002423|DISCOLMETS|386|86569_386|PUTUMAYO|PUERTO CAICEDO|ALIADA|86569|DISCOLMETS_PUERTO CAICEDO|CALLE 2 No 5 -20 B/ PALERMO|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes viernes 7:00am 4:00pm Jornada continua sabados 8:00am 11:00am|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||4,6972293|740774607|1
828002423|DISCOLMETS|387|99001_387|VICHADA|PUERTO CARREÑO|ALIADA|99001|DISCOLMETS_PUERTO CARREÑO|CALLE No. 9-81 AV FUNDADORES|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a viernes: 8:00am 12:00pm y 2:00pm 5:00pm. /Sabado 8:00am 1:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||4,6342366|741160124|3
800149695|CRUZ VERDE|388|8573_388|ATLANTICO|PUERTO COLOMBIA|ALIADA|8573|DISPENS NO 3134 PUERTO CBIA(FT 10720)|CALLE 2B # 4 26|PUNTO FÍSICO|NO APLICA|18000910545|LUNES A VIERNES 08:00 AM A 5:00PM SABADO 08:00AM A 1:00 PM DOMINGOS Y FESTIVOS NO HAY SERVICIO|SI|NO|SI|SI|NO|SI|PBS|NO|NO|NO||4,6735929|741434148|
828002423|DISCOLMETS|389|50568_389|META|PUERTO GAITÁN|PROPIA|50568|SF DISCOLMEDICA PUERTO GAITÁN|CALLE 15 # 7 15|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm. / Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|NO|NO PBS|SI|NO|SI||4,7373126|7408449|
800149695|CRUZ VERDE|390|50568_390|META|PUERTO GAITÁN|ALIADA|50568|DISCOLMEDICA PUERTO GAITAN|Calle 15 # 7 15|PUNTO FÍSICO|NO APLICA|18000910545|LUNES A VIERNES 8 AM A 5 PM JORNADA CONTINUA Y SANADOS 8 AM A 11 AM, DOMINGOS Y FESTIVOS NO HAY SERVICIO|SI|SI|SI|SI|NO|SI|PBS|NO|NO|NO||4,7043629|740536503|
828002423|DISCOLMETS|391|86571_391|PUTUMAYO|PUERTO GUZMÁN|ALIADA|86571|DISCOLMETS_PUERTO GUZMÁN|CARRERA 2 No 5-44 CENTRO|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|LUNES VIERNES 8:00 a 1:00 pm y 2:30 a 5:00 pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||4,6360402|740733738|1
828002423|DISCOLMETS|392|86573_392|PUTUMAYO|PUERTO LEGUÍZAMO|ALIADA|86573|DISCOLMETS_PUERTO LEGUÍZAMO|CARRERA 2 CALLE 8 - 9 BARRIO PROGRESO|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|LUNES VIERNES 8:00 a 1:00 pm y 2:30 a 5:00 pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||4,6344972|741140913|1
828002423|DISCOLMETS|393|50573_393|META|PUERTO LÓPEZ|PROPIA|50573|SF DISCOLMEDICA PUERTO LÓPEZ|CALLE 6 # 13 72|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes 8:00am 12:00pm y 2:00pm 5:00pm. /Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|NO|NO PBS|SI|NO|SI||4,5855367|741002882|
800149695|CRUZ VERDE|394|50573_394|META|PUERTO LÓPEZ|ALIADA|50573|DISCOLMEDICA PUERTO LOPEZ|CL 5# 6 – 64|PUNTO FÍSICO|NO APLICA|18000910545|LUNES A VIERNES 8 AM A 5 PM JORNADA CONTINUA Y SANADOS 8 AM A 11 AM, DOMINGOS Y FESTIVOS NO HAY SERVICIO|SI|SI|SI|SI|NO|SI|PBS|NO|NO|NO||4,6943737|740553901|
900249425|PHARMASAN|395|68573_395|SANTANDER|PUERTO PARRA|ALIADA|68573|MEDIFARM|calle 9 # 5 20 Barrio Kennedy.|PUNTO FÍSICO|NO APLICA|18000423739|Lunes a Viernes 7:30am 5:00pm|SI|NO|SI|NO|SI|SI|PBS Y NO PBS|NO|NO|NO||4,5858227|740997753|
828002423|DISCOLMETS|397|18592_397|CAQUETÁ|PUERTO RICO|ALIADA|18592|CONVENIO PUERTO RICO|calle 6 # 12-02 local 1|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes 7:30am 5:00pm|SI|NO|SI|SI|SI|NO|NO PBS|NO|NO|SI||4,6186634|741351901|1
800149695|CRUZ VERDE|398|18592_398|CAQUETÁ|PUERTO RICO|ALIADA|18592|MEDISFARMA PUERTO RICO|Carrera 7# 5 10 Barrio las Americas|PUNTO FÍSICO|NO APLICA|18000910545|LUNES A VIERNES 07:00AM A 05:00PM JORNADA CONTINUNA SABADO 08:00AM A 11:00AM|SI|NO|NO|NO|NO|SI|PBS|NO|NO|NO||4,5779008|741302354|
900057926|MEDICINA Y TECNOLOGIA EN SALUD MYT|399|81591_399|ARAUCA|PUERTO RONDÓN|PROPIA|81591|FARMACIA MYT SEDE PUERTO RONDON|Carrera 4 # 5 4 Barrio Vía Aeropuerto|PUNTO FÍSICO|NO APLICA|3204912893|Lunes a Viernes 7 am a 12 am y 2 pm a 6 pm Sabado 8 a 11 am|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||4,6542538|740545459|
900249425|PHARMASAN|400|54553_400|NORTE DE SANTANDER|PUERTO SANTANDER|PROPIA|54553|PHARMASAN PUERTO SANTANDER|Carrera 4 # 2 17 Barrio Centro|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||4,685418|74057044|
900249425|PHARMASAN|401|68575_401|SANTANDER|PUERTO WILCHES|PROPIA|68575|PHARMASAN PUERTO WILCHES|Calle 6 # 3 62 Barrio Centro|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||4,6419494|740646395|
900331412|GENHOSPI|402|52585_402|NARIÑO|PUPIALES|ALIADA|52585|DROGUERIA SAN RAFAEL|CRA 4 5 68 CENTRO|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||4,6141071|740712104|
900716566|INSUMEDIC|403|25592_403|CUNDINAMARCA|QUEBRADANEGRA|ALIADA|25592|DROGUERÍA Y FARMACIA JM|Carrera 3 # 3 65 Quebradanegra|PUNTO FÍSICO|NO APLICA|3212341969|Lunes a Viernes: 8:00am 5:00pm.Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||4,6977719|740310909|1
890985122|COHAN|404|27001_404|CHOCÓ|QUIBDÓ|PROPIA|27001|SF COHAN QUIBDO|Cr 8 # 30 55|PUNTO FÍSICO|NO APLICA|6043228582|Lunes a Viernes6:30 AM A 6:30 PM Sabado 7:00 AM A 1:00 M|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||4,7467685|740438626|
900994906|HUMSALUD|406|27580_406|CHOCÓ|RÍO IRO|ALIADA|27580|DROGUERIA L,BYM|Santa Rita de iro / Barrio Rosario|PUNTO FÍSICO|NO APLICA|6046713652|Lunes a Viernes: 7:00am 6:30pm. /Sábados: 7:00am 1:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI|NUEVA DROGUERÍA BANCO A PARTIR DEL 2 DE OCTUBRE|4,6159471|741522408|1
900994906|HUMSALUD|407|27600_407|CHOCÓ|RÍO QUITO|ALIADA|27600|DROGUERÍA Y MEDICAMENTOS L Y E|Frente casa de la culura / Barrio san Jose|PUNTO FÍSICO|NO APLICA|6046713652|Lunes a Viernes 7:00 am 5:00 pm Sábados: 7:00am 1:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||4,59308|740922706|1
802000608|SUMINISTROS Y DOTACIONES|408|44001_408|LA GUAJIRA|RIOHACHA|PROPIA|44001|SUMINISTROS Y DOTACIONES|CALLE 11 A # 11 179 Esq|PUNTO FÍSICO|NO APLICA|6053302424|Lunes a Viernes 8:00am 12:00pm / 2:00pm 5:00pm Sabados 8:00am 12:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||4,669231|74057128|
802000608|SUMINISTROS Y DOTACIONES|409|44001_409|LA GUAJIRA|RIOHACHA|PROPIA|44001|SUMINISTROS Y DOTACIONES|CALLE 14A #1 174 AL LADO FDE LA PISCINA DE LOS MENDOZA|PUNTO FÍSICO|NO APLICA|6053302424|Lunes a Viernes 7:00am 5:00pm Lunes a Viernes|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||4,705979|7404988|
890985122|COHAN|410|5615_410|ANTIOQUIA|RIONEGRO|PROPIA|5615|SERVICIO FARMACEUTICO COHAN SAVIA RIONEGRO|Cll. 52 # 45 70 Centro Comercial Rionegro Plaza local 2022|PUNTO FÍSICO|NO APLICA|6043228582|Lunes a Viernes 7:00 AM A 5:00 PM Sabado 8:00 AM A 12:00 M|SI|SI|SI|SI|SI|NO|NO PBS|NO|NO|NO||4,6683748|740559185|
800149695|CRUZ VERDE|411|5615_411|ANTIOQUIA|RIONEGRO|ALIADA|5615|DROGUERÍA TODO EN SAN NICOLAS|CALLE 38 NO 54A 35 LOCAL 107|PUNTO FÍSICO|NO APLICA|18000910545|LUNES A VIERNES 7:30 AM 7:30 PM SABADO 8:00 AM 05:00 PM DOMINGOS Y FESTIVOS NO HAY SERVICIO|SI|NO|SI|SI|NO|SI|PBS|NO|NO|NO||4,7040293|741057998|
800149695|CRUZ VERDE|412|5615_412|ANTIOQUIA|RIONEGRO|PROPIA|5615|CRUZ VERDE CENTRO RIONEGRO|Carrera 51 # 48 28|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a sábados 8:00 a.m. a 8:00 p.m. /Domingos y festivos 9:00 a.m. a 6:00 p.m.|NO|SI|NO|SI|NO|SI|PBS|NO|NO|SI||4,580255|74114805|
828002423|DISCOLMETS|413|41615_413|HUILA|RIVERA|ALIADA|41615|DROGUERIA FARMA HUMANA|CALLE 5 No 10 57 BARRIO HUMBERTO SANTANA|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm. /Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI|Para usuarios EPS el servicio de dispensación se brinda de Lunes a Sabado|4,6976113|740538683|
900249425|PHARMASAN|414|68655_414|SANTANDER|SABANA DE TORRES|PROPIA|68655|PHARMASAN SABANA DE TORRES|Calle 15 # 13 25 Barrio 20 de Julio|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO|Inicia servicios de dispensación a usuarios EPS Sanitas provenientes de sucursal Cruz Verde Cedro Bolivar|SD|SD|
800149695|CRUZ VERDE|415|8634_415|ATLANTICO|SABANAGRANDE|ALIADA|8634|DISPENSARIO 3141|Carrera 6 # 9 102 L 2|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a viernes 8:00 am 6:00 pm. sábado 8:00 am a 1:00 pm. Domingos y festivos|SI|SI|SI|SI|NO|SI|PBS|NO|NO|NO||4212584|69937524|
828002423|DISCOLMETS|561|85225_561|CASANARE|NUNCHIA|DOMICILIO|85225|DISCOLMETS_DOMICILIO|DOMICILIO|DOMICILIO|310234049|310234049|Lunes - viernes 8:00am - 12:30pm y de 2 a 5 pm|SI|NO|NO|SI|NO|SI|PBS|SI|NO|NO||SD|SD|0
800149695|CRUZ VERDE|417|08638_417|ATLANTICO|SABANALARGA|ALIADA|8638|FARMACIA 3152|Calle 19 # 19 55 L2|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a viernes 7:00 AM 5:00 PM Sabados, domingos y festivos no hay servicio|SI|SI|SI|SI|NO|SI|PBS|NO|NO|NO||6337908|75559766|
802000608|SUMINISTROS Y DOTACIONES|418|85300_418|CASANARE|SABANALARGA|ALIADA|85300|DROGUERÍA FARMAMEDIQ|CARRERA 7 # 5 57 local 101|PUNTO FÍSICO|NO APLICA|6053302424|Lunes a Viernes 8:00am 12:00pm / 2:00pm 5:00pm Sabados 8:00am 12:00pm|SI|NO|SI|SI|SI|NO|NO PBS|NO|NO|NO||6,2306932|755730757|
800149695|CRUZ VERDE|419|05631_419|ANTIOQUIA|SABANETA|ALIADA|5631|DROPOPULAR S.A BOTICA JUNIN SABANETA|CARR. 45 NO. 72 SUR 112|PUNTO FÍSICO|NO APLICA|18000910545|24 horas|SI|SI|SI|SI|NO|SI|PBS|NO|SI|SI||6171751|75587757|
828002423|DISCOLMETS|420|15632_420|BOYACÁ|SABOYÁ|PROPIA|15632|SF DISCOLMEDICA SABOYÁ|CARRERA 11 NO 5 23 L1 CENTRO|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm./ Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||6171605|75609453|
828002423|DISCOLMETS|421|15638_421|BOYACÁ|SÁCHICA|ALIADA|15638|ESE MUNICIPAL SÁCHICA|CRA 3 # 6 05|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|LUNES VIERNES: 8:00 AM 1:00 PM Y 2:00 PM 5:00 PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||6,1906916|755775857|
828002423|DISCOLMETS|422|41660_422|HUILA|SALADOBLANCO|ALIADA|41660|DROGUERIA SALADOBLANCO|Calle 5 # 7 79 Barrio Tarquino Beltran|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm. /Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||6,223416|75575071|
900249425|PHARMASAN|423|54660_423|NORTE DE SANTANDER|SALAZAR|PROPIA|54660|PHARMASAN SALAZAR|Carrera 4 # 1 09 Barrio La Playa.|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO|Atiende los servicios de la sucursal Punto Clave 161|6,2298077|755738853|
828002423|DISCOLMETS|424|15646_424|BOYACÁ|SAMACÁ|PROPIA|15646|SF DISCOLMEDICA SAMACÁ|CRA 8 N° 4 07|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm. /Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI|Dispensa unicamente a usuarios Plan Premium. Recibe el servicio de la sucursal Cruz Verde Punto Clave|6,226362|75569449|
900331412|GENHOSPI|425|52678_425|NARIÑO|SAMANIEGO|PROPIA|52678|SF GENHOSPI SAMANIEGO|BARRIO ORIENTAL CRA 3 CALLE 4 27|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO|Recibe Dispensacion PBS de Cruz Verde Parque Envigado Cra 42|6171751|75587757|
828002423|DISCOLMETS|426|41668_426|HUILA|SAN AGUSTÍN|ALIADA|41668|DISCOLMETS_ALIADA|SD|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|LUNES VIERNES: 8:00 AM 6:00 PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO|"Informamos a nuestros usuarios E.P.S. Sanitas que a partir del 1 julio del 2024 nuestras Droguerías Cruz Verde Bello Calle 49 prestará el servicio de dispensación de medicamentos e insumos para la población de 0 a 49 años, y la droguería Cruz Verde Beillín prestará el servicio de dispensación de medicamentos e insumos para la población mayor de 50 años."|SD|SD|
892300678|ETICOS|428|88001_428|SAN ANDRÉS|SAN ANDRÉS|PROPIA|88001|DISPENSARIO ÉTICOS SAN ANDRÉS|CENTRO AV LAS AMÉRICAS BAJOS HOTEL HERNANDO HENRY LOCAL 4 CONTACTO CEL|PUNTO FÍSICO|NO APLICA|18000915356|LUNES VIERNES: 8:00 AM 6:00 PM /SÁBADO: 8:00 AM 5:00 PM /DOMINGO Y FESTIVOS: 8:00 AM 12:00 PM|SI|NO|SI|SI|SI|NO|NO PBS|SI|NO|SI|"Dispensación NO PBS ( Solo se dispensará medicamentos PBS a usuarios que simultáneamente con fórmulas No PBS tengan formulas PBS) Dispensacion MCE unicamente a Usuarios EPS"|11,0013038|748013051|
800149695|CRUZ VERDE|429|88001_429|SAN ANDRÉS|SAN ANDRÉS|PROPIA|88001|CRUZ VERDE SAN ANDRÉS|Avenida Atlántico # 2 30|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a sábados 7:00 am a 10:00 pm / Domingos y festivos 9:00 am a 6:00 pm|SI|SI|SI|SI|NO|SI|PBS|NO|NO|SI||10,960759|74793769|
800149695|CRUZ VERDE|430|88001_430|SAN ANDRÉS|SAN ANDRÉS|PROPIA|88001|CRUZ VERDE AV AMERICAS|Av américas # 3 136|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a sábados 7:00 am a 9:00 pm /Domingos y festivos 8:00 am a 8:00 pm|SI|NO|SI|SI|NO|SI|PBS|NO|NO|SI|Traslada Servicios de Dispensación Cerrejon a sucursal 630 Cruz Verde Luxury|11,004429|74817722|
900249425|PHARMASAN|431|68669_431|SANTANDER|SAN ANDRÉS|PROPIA|68669|PHARMASAN SAN ANDRES|Carrera 5 # 5 51 Barrio Socorro|PUNTO FÍSICO|NO APLICA|18000423739|Lunes a Viernes 7:00 am a 5:00 pm // S 8:00 am a 1:00 pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO|Unicamente dispensación de medicamentos PBS que requieran código de autorización, medicamentos de control especial (PBS) y medicina prepagada. Para convenio Cerrejón el servicio esta habilitado en los horarios en los que Cruz Verde Iberoamerica no este habilitado.|11,0031828|748149344|
900331412|GENHOSPI|432|52685_432|NARIÑO|SAN BERNARDO|ALIADA|52685|DROGUERIA MUÑOZ|FRENTE CENTRO DE SALUD|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 7:00am 12:00pm y 2:00pm 6:00pm. /Sábado 7:00am 1:00pm.|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO|Dispensación MCE unicamente a Usuarios EPS.|11,0055919|748204181|
900249425|PHARMASAN|433|54673_433|NORTE DE SANTANDER|SAN CAYETANO|PROPIA|54673|PHARMASAN SAN CAYETANO|Cra 4 1 9 B La Playa|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO|Dispensa unicamente medicamentos PBS que NO requieran volante de autorización.|11,004543|74821598|
802000608|SUMINISTROS Y DOTACIONES|434|20750_434|CESAR|SAN DIEGO|ALIADA|20750|DROGUERIA VEINTIUNO DE ENERO|CALLE 2E#13A-09|PUNTO FÍSICO|NO APLICA|6053302424|LUNES A VIERNES 8:00am-12:00pm / 2:00pm-5:00pm Sabados 8:00am -12:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||10395929|7549116|
900249425|PHARMASAN|435|68679_435|SANTANDER|SAN GIL|PROPIA|68679|PHARMASAN SAN GIL|Carrera 7a # 15 03|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||9228178|74744768|
900249425|PHARMASAN|436|68682_436|SANTANDER|SAN JOAQUIN|ALIADA|68682|ESE SAN JOAQUIN|Carrera 5 # 1 44.|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 7:30am 5:00pm|SI|NO|SI|NO|SI|SI|PBS Y NO PBS|NO|NO|NO||10,398917|75559602|
900249425|PHARMASAN|437|68684_437|SANTANDER|SAN JOSE DE MIRANDA|PROPIA|68684|PHARMASAN SAN JOSE DE MIRANDA|Carrera 4 # 5 69|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||10,4162257|755334594|
828002423|DISCOLMETS|438|15664_438|BOYACÁ|SAN JOSÉ DE PARE|ALIADA|15664|ESE MUNICIPAL SAN JOSÉ DE PARE|ESE CENTRO DE SALUD DE SAN JOSE DE PARE|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|LUNES VIERNES 8:00 AM 12:00 PM Y DE 2:00 PM 5:00 PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||10,4203505|755343113|
